REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,
octopress,444,closed,1,2012-02-24 09:45:41,950.72,,1,,"b""b' I just tested this and it appears to have gotten fixed at some point. If you still have this problem please reopen this issue.'""",,,,,,,,,,,,,,,
octopress,444,closed,closed,2012-05-22 01:36:24,950.72,1,2,0,,,,,,,,,,,,,,,,
octopress,444,closed,2,2012-02-24 09:45:41,1072.47,,1,,"b""b' I just noticed that this issue appears for category feeds", but not the main feed. At least for me," for example: url '""",,,,,,,,,,,,,
octopress,444,closed,3,2012-02-24 09:45:41,18.02,,,1,"b'b"" @gokr Thanks"," I\'ll have a look.""'",,,,,,,,,,,,,,
octopress,444,closed,reopened,2013-01-07 19:46:53,1090.48,1,3,1,,,,,,,,,,,,,,,,
octopress,444,closed,closed,2013-11-18 03:56:01,489.13,1,3,1,,,,,,,,,,,,,,,,
octopress,444,closed,-,-,-,1,3,1,,,,,,,,,,,,,,,,
octopress,455,closed,opened,2012-03-01 00:12:58,,,,,,,,,,,,,,,,,,,,
octopress,455,closed,title,2012-03-01 00:12:58,00:00,,1,,"b""b' Support for publishing to S3'""",,,,,,,,,,,,,,,
octopress,455,closed,body,2012-03-01 00:12:58,00:00,,1,,"b""b'   duplicates the functionality of using the utility.'""",,,,,,,,,,,,,,,
octopress,455,closed,1,2012-03-01 00:12:58,414.85,,,1,"b""b' @jelder Nice. Can you re-submit the changes to the rakefile on the current master? Bump.'""",,,,,,,,,,,,,,,
octopress,455,closed,2,2012-03-01 00:12:58,67.3,,1,,"b""b' @imathis and I voted against supporting S3 for a couple reasons. Brandon will elaborate soon.'""",,,,,,,,,,,,,,,
octopress,455,closed,closed,2012-12-17 08:15:07,482.15,0,3,1,,,,,,,,,,,,,,,,
octopress,455,closed,3,2012-03-01 00:12:58,1358.43,1,,,"b'b"" At this point", I don\'t want to integrate S3 support because it\'s more involved to test since there are lots of different ways to use S3, like with CloudFront and recently Glacier. People might as well ask for support for Azure, AppFog, etc. and I don\'t want to be responsible to maintain different deployment mechanisms. I support Rsync because it\'s dead simple. I also support deployment to GitHub pages and Heroku since they us Git, it\'s already integrated into the toolchain and these are really easy to test. Also, I don\'t use S3 for hosting so testing deployment mechanisms is kind of a pain for me. I\'d much rather direct people to a series of steps to enable S3 deployment for themselves. If you want to blog about it," or post a repository with the necessary scripts and add a link to the wiki.""'",,,,,,,,
octopress,455,closed,4,2012-03-01 00:12:58,587.35,,,1,"b'b"" :-1: . S3 support would be awesome since so many people deploy Octopress to S3. I hope you\'ll reconsider.""'",,,,,,,,,,,,,,,
octopress,455,closed,5,2012-03-01 00:12:58,61.87,,1,,"b""b' I am reconsidering.'""",,,,,,,,,,,,,,,
octopress,455,closed,reopened,2013-01-01 17:42:46,567.65,1,4,2,,,,,,,,,,,,,,,,
octopress,455,closed,6,2012-03-01 00:12:58,875.6,,1,,"b'b"" There is an official [AWS Ruby SDK]url  now", which allows you to do all kinds of things without needing s3cmd. While doing some website performance optimization research, I came across this [gist]url  via this [blog post]url  That gist allows you to push to S3 and invalidate changed files on Cloudfront, the latter not currently being supported by s3cmd. It also lets you optionally gzip and minify files," and compress images. I\'m planning on writing a blog post explaining how to implement that gist code in an octopress blog and what changes you\'ll need to make.""'",,,,,,,,,,,
octopress,455,closed,7,2012-03-01 00:12:58,59.28,,1,,"b""b' @parkr If you want to keep it simple for now with s3cmd", I would at least add the flag to prevent filesystem attributes (mode, ownership," timestamps) from being added to S3 files as metadata entries. See this issue: url  I would also add an option to set the storage type to Reduced Redundancy instead of the default Standard Storage: 1) add in the S3 Deploy Config section 2) add in the s3cmd sync call.'""",,,,,,,,,,,,
octopress,455,closed,8,2012-03-01 00:12:58,461.05,,,1,"b'b"" @monfresh Thank you so much for pointing me to this. I\'d like to avoid s3cmd if possible and I\'ll be taking a look at this as a possible solution. Report back when you have your blog post written"," I\'d love to see what you end up doing.""'",,,,,,,,,,,,,,
octopress,455,closed,9,2012-03-01 00:12:58,347.22,1,,,"b'b"" We\'ll definitely want to use some pure-ruby solution if at all possible. Anyone know if s3cmd supports Windows? We could always print a message if it\'s not installed and choose to go ahead with it. I\'ve been using it at work and it\'s really solid.""'",,,,,,,,,,,,,,,
octopress,455,closed,10,2012-03-01 00:12:58,20.1,,1,,"b""b' We prefer the solution introduced in #1105 which uses the AWS SDK.'""",,,,,,,,,,,,,,,
octopress,455,closed,closed,2013-03-09 23:06:01,323.25,2,7,3,,,,,,,,,,,,,,,,
octopress,455,closed,-,-,-,2,7,3,,,,,,,,,,,,,,,,
octopress,490,open,opened,2012-03-18 19:29:12,,,,,,,,,,,,,,,,,,,,
octopress,490,open,title,2012-03-18 19:29:12,00:00,,1,,"b""b' Output  Microdata (Semantic Web)'""",,,,,,,,,,,,,,,
octopress,490,open,body,2012-03-18 19:29:12,00:00,,,1,"b'b"" The Semantic Web is progressing. The big search engines support the []url  vocabulary. HTML5 introduces [Microdata]url  for adding semantics. I\'ve add Microdata output for  terms.BTW: The fix for issue #461 is also included. Google refreshes its search engine towards semantics ([WSJ]url  An immediate side effect might be better SEO for Octopress blogs. What do you think about this changes? Is there any interest?""'",,,,,,,,,,,,,,,
octopress,490,open,1,2012-03-18 19:29:12,611.52,,,1,"b""b' It seems like this would be a nice addition.  '""",,,,,,,,,,,,,,,
octopress,490,open,2,2012-03-18 19:29:12,1029.32,,1,,"b""b' Not sure how I feel about this \\xe2\\x80\\x93 kind of over-complicates the codebase and thus makes it more difficult for future contributions.'""",,,,,,,,,,,,,,,
octopress,490,open,closed,2013-03-09 22:52:21,203.15,0,2,2,,,,,,,,,,,,,,,,
octopress,490,open,reopened,2013-03-09 22:53:27,1.1,0,2,2,,,,,,,,,,,,,,,,
octopress,490,open,3,2012-03-18 19:29:12,4.07,,1,,"b'b"" I\'ll be integrating some of these manually as much of the theme has gone out of sync from this original pull request.""'",,,,,,,,,,,,,,,
octopress,490,open,-,-,-,0,3,2,,,,,,,,,,,,,,,,
octopress,543,closed,opened,2012-04-30 08:38:22,,,,,,,,,,,,,,,,,,,,
octopress,543,closed,title,2012-04-30 08:38:22,00:00,,1,,"b""b' Is it possible to make preview changes immediately?'""",,,,,,,,,,,,,,,
octopress,543,closed,body,2012-04-30 08:38:22,00:00,,1,,"b""b' I am just wondering if it is possible to preview without generate. Let the server recognize URL and render certain page immediately.'""",,,,,,,,,,,,,,,
octopress,543,closed,closed,2012-04-30 08:40:19,1.95,0,2,0,,,,,,,,,,,,,,,,
octopress,543,closed,reopened,2012-04-30 08:45:08,4.82,0,2,0,,,,,,,,,,,,,,,,
octopress,543,closed,closed,2012-04-30 08:46:31,1.38,0,2,0,,,,,,,,,,,,,,,,
octopress,543,closed,reopened,2012-04-30 08:52:42,6.18,0,2,0,,,,,,,,,,,,,,,,
octopress,543,closed,1,2012-04-30 08:38:22,262.68,,1,,"b""b' Without a generate step how would the markdown get converted to HTML? '""",,,,,,,,,,,,,,,
octopress,543,closed,2,2012-04-30 08:38:22,5.12,,1,,"b'b"" I mean that is it possible to build a stronger server that can understand requests and converted only necessary files immediately. This is what Rails does in development environment"," isn\'t it?""'",,,,,,,,,,,,,,
octopress,543,closed,3,2012-04-30 08:38:22,121.87,,1,,"b""b' How would you handle pagination? When I add a new posting virtually every page on my site needs to change. By using I can work on a single posting", have fast generation times," and then use to fold my changes into the site as a whole and just incur a large generation time once per site change.'""",,,,,,,,,,,,,
octopress,543,closed,4,2012-04-30 08:38:22,481.23,,,1,"b'b"" @tonytonyjan It may be possible. I\'d love to see it done"," but it would have to happen on the Jekyll level. Hopefully some day.""'",,,,,,,,,,,,,,
octopress,543,closed,closed,2012-05-20 23:09:16,856.57,0,5,1,,,,,,,,,,,,,,,,
octopress,543,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,
octopress,544,closed,opened,2012-05-01 17:37:10,,,,,,,,,,,,,,,,,,,,
octopress,544,closed,title,2012-05-01 17:37:10,00:00,,1,,"b""b' How to add internal link in post?'""",,,,,,,,,,,,,,,
octopress,544,closed,body,2012-05-01 17:37:10,00:00,,1,,"b'b"" It\'s there any way to embed code in markdown file?I tried some code"," but it\'s not working: It seemed that Jekyll support this: url ""'",,,,,,,,,,,,,,
octopress,544,closed,1,2012-05-01 17:37:10,711.02,,1,,"b'b"" Jekyll\'s post_url didn\'t work for me.  Try this patch: url  or see the instructions: url ""'",,,,,,,,,,,,,,,
octopress,544,closed,2,2012-05-01 17:37:10,1060.35,,1,,"b""b' You should be able to use relative urls like this  . Octopress uses your configuration to prepend your full published url to internal links in the RSS feed. Is there some reason that is insufficient?'""",,,,,,,,,,,,,,,
octopress,544,closed,closed,2012-05-20 23:08:32,331.37,0,4,0,,,,,,,,,,,,,,,,
octopress,544,closed,3,2012-05-01 17:37:10,296.55,,,1,"b""b'   gives the link  . gives  "," which is exactly what I wanted (with  ). Did I miss anything?'""",,,,,,,,,,,,,,
octopress,544,closed,4,2012-05-01 17:37:10,2.62,,1,,"b'b"" @xiw Ah"," ok I think I misunderstood this issue. I\'ll reopen and fix it.""'",,,,,,,,,,,,,,
octopress,544,closed,reopened,2012-05-25 04:07:43,299.18,0,5,1,,,,,,,,,,,,,,,,
octopress,544,closed,5,2012-05-01 17:37:10,264.0,,1,,"b""b' Is there some progress on this? I would appreciate on having a way to refer to my own blog posts from within posts. What is the current recommendation? xiv"," does the patched version you posted work?'""",,,,,,,,,,,,,,
octopress,544,closed,6,2012-05-01 17:37:10,435.6,,1,,"b'b"" I haven\'t had time to look into it yet. I plan to tough.""'",,,,,,,,,,,,,,,
octopress,544,closed,7,2012-05-01 17:37:10,12.92,,1,,"b'b"" This feature doesn\'t appear to be in a released version of Jekyll. Take a look at the []url  it is listed under HEAD", but not under a released version. I\'d rather wait on Jekyll to release this feature than to hack it in. If you want this feature," feel free to fork Jekyll and use a build with this feature included.""'",,,,,,,,,,,,,
octopress,544,closed,closed,2012-06-12 16:00:14,712.52,0,8,1,,,,,,,,,,,,,,,,
octopress,544,closed,8,2012-05-01 17:37:10,9.97,,1,,"b'b"" You\'re right", thanks for looking into it. Strange," there hasn\'t been a Jekyll release for quite some time.""'",,,,,,,,,,,,,
octopress,544,closed,9,2012-05-01 17:37:10,14.3,,1,,"b'b"" I think GitHub tends to be slow at releasing new updates. I\'m sure it has to do with the general business of Tom and the fact that they have to update their entire hosting system with every release. I wish it moved faster.""'",,,,,,,,,,,,,,,
octopress,544,closed,10,2012-05-01 17:37:10,1426.05,,1,,"b""b' hey guys i tried it this way   and it is generating output like this  Talent Huntost_url 2013-01-01-test %})link to this postost_url 2013-01-01-test %})  i checked the version of jekyll its 0.11.2 please help me what might be the problem '""",,,,,,,,,,,,,,,
octopress,544,closed,11,2012-05-01 17:37:10,244.38,,1,,"b""b' Update to Jekyll 0.12.0 and check your markdown converter. Try using RedCarpet.'""",,,,,,,,,,,,,,,
octopress,544,closed,12,2012-05-01 17:37:10,260.65,,1,,"b""b' @pieboy The latest Master and 2.1 branches use Jekyll 0.12.0"," update and run bundle install.'""",,,,,,,,,,,,,,
octopress,544,closed,13,2012-05-01 17:37:10,586.52,,1,,"b'b"" Does post_url work from a page? I\'m trying to reference posts from page but the link instead of the post ""'",,,,,,,,,,,,,,,
octopress,544,closed,14,2012-05-01 17:37:10,1335.33,,1,,"b'b"" It\'s a bug in jekyll. Octopress adds a time to the YAML front matter and jekyll uses the time in the comparison. Because no time is given when using this comparison fails. I submitted a [pull request]url ""'",,,,,,,,,,,,,,,
octopress,544,closed,15,2012-05-01 17:37:10,665.72,,,1,"b'b"" I just merged the PR"," so we\'re good! It\'ll be fixed in Jekyll 1.0 :-)""'",,,,,,,,,,,,,,
octopress,544,closed,-,-,-,0,15,2,,,,,,,,,,,,,,,,
octopress,573,closed,opened,2012-05-22 05:07:12,,,,,,,,,,,,,,,,,,,,
octopress,573,closed,title,2012-05-22 05:07:12,00:00,,1,,"b""b'   file in the source directory'""",,,,,,,,,,,,,,,
octopress,573,closed,body,2012-05-22 05:07:12,00:00,,1,,"b""b' I suggest add file into the source tree when run  . What do you think about it?'""",,,,,,,,,,,,,,,
octopress,573,closed,1,2012-05-22 05:07:12,6.78,,1,,"b""b' Please explain this further. What would this accomplish?'""",,,,,,,,,,,,,,,
octopress,573,closed,2,2012-05-22 05:07:12,5.93,,1,,b'b\' See [this page]url If the site is deployed on GitHub, it is better for the generated site to include a file," since the deployed files do not need to be ""ekylled"" again. This could solve some underscore issues. Besides", according to my personal experience, the site is generated faster by GitHub if is present (this is obvious if you generate your sites several times in a short time, like ten minutes).\'',,,,,,,,,,
octopress,573,closed,3,2012-05-22 05:07:12,25.67,,,1,"b'b"" interesting. I\'ll give it a go. thanks.""'",,,,,,,,,,,,,,,
octopress,573,closed,4,2012-05-22 05:07:12,563.55,,1,,"b""b' Added to 2.1'""",,,,,,,,,,,,,,,
octopress,573,closed,closed,2012-05-23 15:09:08,601.93,0,5,1,,,,,,,,,,,,,,,,
octopress,573,closed,5,2012-05-22 05:07:12,79.3,,1,,"b""b' I did not recommend to add a to the theme source dir. This should be a deployment issue", I think. I recommend to create an empty file when run  ," if it will be deployed on github. Put this file to the theme source dir will not benefit customized themes.'""",,,,,,,,,,,,,
octopress,573,closed,6,2012-05-22 05:07:12,280.8,,,1,"b'b"" You\'re right"," this should really be in the :push task. I\'ll fix it. Thanks.""'",,,,,,,,,,,,,,
octopress,573,closed,reopened,2012-05-23 21:56:51,407.72,0,6,2,,,,,,,,,,,,,,,,
octopress,573,closed,7,2012-05-22 05:07:12,526.75,,1,,"b""b' Now close this.'""",,,,,,,,,,,,,,,
octopress,573,closed,closed,2012-05-27 05:56:00,479.15,0,7,2,,,,,,,,,,,,,,,,
octopress,573,closed,-,-,-,0,7,2,,,,,,,,,,,,,,,,
octopress,619,closed,opened,2012-06-13 15:55:26,,,,,,,,,,,,,,,,,,,,
octopress,619,closed,title,2012-06-13 15:55:26,00:00,,1,,"b'b\' ""rake generate"" fails with python error on Mac OS X\''",,,,,,,,,,,,,,,
octopress,619,closed,body,2012-06-13 15:55:26,00:00,,1,,"b""b' This is the error when running on a Mac. Could it be a version conflict with python? '""",,,,,,,,,,,,,,,
octopress,619,closed,1,2012-06-13 15:55:26,1.78,,1,,"b'b"" I don\'t believe you need Python to run rake generate. I use a Mac too"," can you tell me what you\'ve done so I can reproduce it?""'",,,,,,,,,,,,,,
octopress,619,closed,2,2012-06-13 15:55:26,122.92,,1,,"b""b' I am really out of my depth here just installed Octopress more or less the usual way...  There error occurred after I noticed that the changes in are not reflected in  . I am getting a Python error so apparently"," Python is necessary. My guess is that is has to do with the pygment code highlighting module which I think is Python-based. (I need code highlighting.) But how to eliminate this error? In the Rakefile there are just a few lines... It tried just and voil\\xc3\\xa0 the same error.'""",,,,,,,,,,,,,,
octopress,619,closed,3,2012-06-13 15:55:26,9.28,,1,,"b'b"" Octopress doesn\'t use Python for pygments but instead uses RubyPython. So it shouldn\'t be an error with Python", but perhaps your system isn\'t building RubyPython correctly. I\'ve made some improvements in the 2.1 branch which might take care of this for you. Try this: That should get you on the latest code. Since I\'m developing on 2.1 now," it\'ll be easier for me to try to replicate your problem on my end.""'",,,,,,,,,,,,,
octopress,619,closed,4,2012-06-13 15:55:26,9.63,,1,,"b""b' You have a merge conflict you need to fix.'""",,,,,,,,,,,,,,,
octopress,619,closed,5,2012-06-13 15:55:26,15.37,,1,,"b""b' This is what I get:  '""",,,,,,,,,,,,,,,
octopress,619,closed,6,2012-06-13 15:55:26,7.28,,1,,"b""b' I fixed the merge conflicts. I still get the Python error.  EDIT: completely new installation same problem.'""",,,,,,,,,,,,,,,
octopress,619,closed,7,2012-06-13 15:55:26,48.53,,1,,"b'b"" In 2.1 calls and  . If that task isn\'t running you may need to prefix your rake commands with like this:  ""'",,,,,,,,,,,,,,,
octopress,619,closed,8,2012-06-13 15:55:26,60.4,,1,,"b""b' Result: '""",,,,,,,,,,,,,,,
octopress,619,closed,9,2012-06-13 15:55:26,7.83,,1,,"b'b"" Were there any errors in your setup process? Did you have to install rbenv or rvm for the first time for this project"," or were you already set up with a ruby environment? Is your source available online? I\'ll clone it and see if I can replicate this issue.""'",,,,,,,,,,,,,,
octopress,619,closed,10,2012-06-13 15:55:26,1.2,1,,,"b""b' Sorry the issue does not go away... I used rvm for the first time. Ruby was there already", but a later version," so I used rvm to install an alternative version. Everything should be at '""",,,,,,,,,,,,,
octopress,619,closed,11,2012-06-13 15:55:26,2.43,,,1,"b'b"" Whew. I\'m glad you\'ve gotten it working. It sounded like there was some kind of error during setup. Cheers :)""'",,,,,,,,,,,,,,,
octopress,619,closed,closed,2012-06-13 20:42:06,286.67,1,11,1,,,,,,,,,,,,,,,,
octopress,619,closed,12,2012-06-13 15:55:26,12.82,1,,,"b'b\' You are too fast ;-) .The ""rake generate"" worked or at least seemed to work. Now there are new errors"," including the old Python error. Generate complains: ""Nothing to compile. If you\\\'re trying to start a new project"," you have left off the directory argument.""So the folder ""public"" does not get altered when generating.I am going to try everything anew tomorrow", that is perhaps easier than imposing on your time.  Regards,Sascha On 13.06.2012, at 22:42, Brandon Mathis wrote:\'',,,,,,,,,
octopress,619,closed,13,2012-06-13 15:55:26,1.83,1,,,"b'b"" I believe that complaint means you haven\'t run to add theme files yet. I\'m still really not sure about the Python issue :(""'",,,,,,,,,,,,,,,
octopress,619,closed,reopened,2012-06-13 20:56:46,14.67,3,11,1,,,,,,,,,,,,,,,,
octopress,619,closed,14,2012-06-13 15:55:26,39.92,,,1,b'b\' Hi Brandon,"  Here are all the steps I took: Clone octopress into directory octopress.cd octopress gem install bundlerbundle installrake installcreated new empty github repositoryrake setup_github_pages rake generate (it works!)rake deploygit add .git commit -m ""added source.""git push origin sourcevim _ rake new_post[""Test""]vim rake generate  unchanged Configuration from .../  Building site: source  Fatal Python error: PyThreadState_Get: no current threadgit checkout -b 2.1git pull octopress 2.1bundle install (success)rake update (success)rake generate  - remove  create -sdc231d6676.png  create  Configuration from .../  Building site: source  Fatal Python error: PyThreadState_Get: no current threadgit push origin  - This last action is probably also wrong.  Perhaps I should change the order of some of these steps above? Thanks for your time.Sascha On 13.06.2012", at 22:56, Brandon Mathis wrote:\'',,,,,,,,,,,,
octopress,619,closed,15,2012-06-13 15:55:26,738.48,,,1,b'b\' Dear Brandon, I now have pinned the error down! In a post, if I have a code block starting with  ," like ""objective-c"" I get thePython error when I do a rake generate.After removing the language name", everything works again. I hope this helps. Kind regards,Sascha On 13 June 2012 23:36, Sascha Mundstein smundstein@ wrote:\'',,,,,,,,,
octopress,619,closed,16,2012-06-13 15:55:26,353.88,,1,,"b""b' This definitely seems to be an issue with installing  on your machine. You might benefit from reading this thorough walk through to see if you missed a step somewhere: url '""",,,,,,,,,,,,,,,
octopress,619,closed,17,2012-06-13 15:55:26,4.62,,,1,"b""b' Thanks for the hint! I will pursue it and let you know.Cheers",Sascha On 14 June 2012 17:49," Brandon Mathis <reply@'""",,,,,,,,,,,,,
octopress,619,closed,closed,2012-07-29 21:04:25,7.65,3,12,4,,,,,,,,,,,,,,,,
octopress,619,closed,18,2012-06-13 15:55:26,164.28,1,,,"b'b"" too bad that this is closed. i have the same error. albeit with a different error message: mba:octopress basti$ rake generate ## Generating Site with Jekyll unchanged Configuration from /Building site: source -/-1.9.2-p180/-0.5.3/:142:in  block in start\'  from /-1.9.2-p180/-0.2.13/:13:in  inject\'  from /-1.9.2-p180/-0.2.13/:13:in  highlight\'  from /:24:in  highlight\'  from /:37:in  gsub\'  from /:13:in  pre_filter\'  from /:28:in  block in pre_render\'  from /:111:in  pre_render\'  from /:166:in  render\'  from /-1.9.2-p180/-0.11.2/:193:in  each\'  from /-1.9.2-p180/-0.11.2/:192:in  process\'  from /-1.9.2-p180/-0.11.2/:250:in  load\'  from /-1.9.2-p180/:19:in ""'",,,,,,,,,,,,,,,
octopress,619,closed,19,2012-06-13 15:55:26,178.57,,1,,"b""b' i found something: needed to telle  to use a different python version than my systems 2.6. i added  (:python_exe =into '""",,,,,,,,,,,,,,,
octopress,619,closed,20,2012-06-13 15:55:26,465.5,,1,,"b""b' @dotob  where is that  file? I am also experiencing the problem after I updated python on my OS X machine from 2.6 to 2.7.3'""",,,,,,,,,,,,,,,
octopress,619,closed,-,-,-,4,14,4,,,,,,,,,,,,,,,,
octopress,622,closed,opened,2012-06-14 13:14:41,,,,,,,,,,,,,,,,,,,,
octopress,622,closed,title,2012-06-14 13:14:41,00:00,,1,,"b""b' Backtick Code Block does not work for *.MD'""",,,,,,,,,,,,,,,
octopress,622,closed,body,2012-06-14 13:14:41,00:00,,1,,"b'b\' The Backtick Code Block plugin does not appear to parse source files having an ""md"" extension. Once the file has been renamed with the ""markdown"" extension instead however", the plugin works as expected. Is this expected behavior?\'',,,,,,,,,,,,,,
octopress,622,closed,1,2012-06-14 13:14:41,152.75,,1,,"b'b"" I think this is a bug in Jekyll", not handling the .md extension the same way as the .markdown extension. There\'s no reason I can discern that the back tick code block plugin wouldn\'t parse them. It works on .html, and .textile," so it\'s not like it\'s singling out .markdown. I would generally advise against using .md with Jekyll for that reason.""'",,,,,,,,,,,,
octopress,622,closed,closed,2012-06-14 15:47:26,152.75,0,3,0,,,,,,,,,,,,,,,,
octopress,622,closed,reopened,2012-08-09 22:28:42,401.27,0,3,0,,,,,,,,,,,,,,,,
octopress,622,closed,2,2012-06-14 13:14:41,401.98,,1,,"b'b"" Thanks @Confusion I\'ll give this a try.""'",,,,,,,,,,,,,,,
octopress,622,closed,closed,2012-08-09 22:29:56,1.23,0,4,0,,,,,,,,,,,,,,,,
octopress,622,closed,-,-,-,0,4,0,,,,,,,,,,,,,,,,
octopress,787,open,opened,2012-10-13 20:27:22,,,,,,,,,,,,,,,,,,,,
octopress,787,open,title,2012-10-13 20:27:22,00:00,,1,,"b""b' Rake generate directory wipe-out warning'""",,,,,,,,,,,,,,,
octopress,787,open,body,2012-10-13 20:27:22,00:00,,1,,"b'b\' I wanted my Octopress blog to become the root of my personal site (my previous wordpress blog had been at ).  I also wanted to leave the old blog where it was.  Once I had my Octorpess set-up the way I wanted I stupidly changed the compile destination to be the root of my site.  I had thought it would only overwrite what it needed to and that the other folders in the root of my site would be left alone.  I turns out running ""rake generate"" wiped out the whole root and replaced it with the Octopress files.  I should have known that might happen.  It also took out the .git files so I couldn\\\'t even revert.  I ended up just re-cloning my repo so it wasn\\\'t the end of the world. Maybe ""generate"" could check for non-Octopress files and give a warning before continuing.  I know this is a blog for hackers and I should know better but I can\\\'t help but imagine if I had put something silly in the _ like ""destination: ../../"". That would have wiped out a lot of stuff!\''",,,,,,,,,,,,,,,
octopress,787,open,1,2012-10-13 20:27:22,8.08,1,,,"b'b"" I\'m sorry abou that. I think the problem is probably with Rsync instead of  . If you\'re using Rsync to publish your blog", you can disable the delete option for Rsync in the _ Right now it defaults to true," but it\'s probably a good idea to default to false given your experience.""'",,,,,,,,,,,,,
octopress,787,open,closed,2012-10-13 20:37:22,10.0,1,2,0,,,,,,,,,,,,,,,,
octopress,787,open,2,2012-10-13 20:27:22,3.9,,,1,"b'b\' That\\\'s awesome that you got on that so fast but I do still want to point out that it was ""rake generate"" that wiped everything.  Maybe there\\\'s nothing much that can be done but everyone should be careful as to where they point the ""destination"" property in the _.\''",,,,,,,,,,,,,,,
octopress,787,open,3,2012-10-13 20:27:22,0.93,,1,,"b""b' @Boztown Are you generating this on a live sever?'""",,,,,,,,,,,,,,,
octopress,787,open,4,2012-10-13 20:27:22,19.23,1,,,"b""b' No"," it was local.  My directory looks like this:.gitclassic_blogvideosstuffoctopress After getting Octopress set-up I changed the _destination_ in __ to point to ../. I thought I would end up with this when running  :.gitclassic_blogvideosstuffoctopressblog <octopress filesimages <octopress filesjavascript <octopress files(other Octopress generated files) But it cleared out everything including my .git file.  I get now that I should have left _destination_ alone and used the rsync deploy to move all the rendered files. My bad really.  I just had to do a double take when I saw all my files get washed away and replaced.  '""",,,,,,,,,,,,,,
octopress,787,open,5,2012-10-13 20:27:22,31.1,,,1,"b'b"" Ah I see what you\'re saying. Yeah that\'s a Jekyll behavior and something that generally makes sense for static site generation. I\'ll make a note in the docs that generate wipes out its target directory. Hopefully people will read it and avoid calamity. Thanks for the report.""'",,,,,,,,,,,,,,,
octopress,787,open,reopened,2012-10-13 21:30:37,53.25,2,3,2,,,,,,,,,,,,,,,,
octopress,787,open,6,2012-10-13 20:27:22,1147.22,,1,,"b""b' @imathis Did you take care of adding this to the docs? Maybe we can file an issue against  instead.'""",,,,,,,,,,,,,,,
octopress,787,open,-,-,-,2,4,2,,,,,,,,,,,,,,,,
octopress,838,closed,opened,2012-12-06 00:35:53,,,,,,,,,,,,,,,,,,,,
octopress,838,closed,title,2012-12-06 00:35:53,00:00,,1,,"b""b' Rdiscount: numbered lists are (sometimes) reset when code blocks are used in list items'""",,,,,,,,,,,,,,,
octopress,838,closed,body,2012-12-06 00:35:53,00:00,,,1,b'b\'   The first three list items have their correct numbers (1,2, 3 respectively)," however the last list item is shown as ""a"" (it\\\'s indented one level). Is this an rdiscount bug", or an Octopress issue? I\\\'m happy to refile this elsewhere if needed.\'',,,,,,,,,,,
octopress,838,closed,closed,2012-12-17 08:46:02,490.15,0,1,1,,,,,,,,,,,,,,,,
octopress,838,closed,1,2012-12-06 00:35:53,490.68,,,1,"b'b"" RDiscount bug. Check with them! If you\'re still experiencing problems"," please ping us over at the [Octopress Google Group]url  We\'ll be dealing with support issues there. Thanks!""'",,,,,,,,,,,,,,
octopress,838,closed,reopened,2012-12-17 08:46:35,0.55,0,1,2,,,,,,,,,,,,,,,,
octopress,838,closed,closed,2012-12-19 07:30:38,1364.05,0,1,2,,,,,,,,,,,,,,,,
octopress,838,closed,2,2012-12-06 00:35:53,589.25,,1,,"b""b' For continuity", here is the issue on rdiscount," they say it is a bug in pygments: url '""",,,,,,,,,,,,,
octopress,838,closed,-,-,-,0,2,2,,,,,,,,,,,,,,,,
octopress,901,closed,opened,2012-12-29 07:16:59,,,,,,,,,,,,,,,,,,,,
octopress,901,closed,title,2012-12-29 07:16:59,00:00,,,1,"b'b"" Fall back to Heroku pygmentize Web service if  doesn\'t load""'",,,,,,,,,,,,,,,
octopress,901,closed,body,2012-12-29 07:16:59,00:00,,,1,"b'b"" This incorporates the patch proposed in the blog post for the octopress Heroku buildpack.url  I modified the patch so it tries to load  and then uses the Web API if it fails. This has the following advantages:1. Everything is still fast during development2. Everything works in environments where isn\'t available3. It makes it easier to use the Heroku buildpack that doesn\'t require checking in  "," but still track the Octopress master""'",,,,,,,,,,,,,,
octopress,901,closed,1,2012-12-29 07:16:59,21.53,,1,,"b'b"" I\'m curious under what conditions would the  fail to load?""'",,,,,,,,,,,,,,,
octopress,901,closed,2,2012-12-29 07:16:59,5.58,,,1,"b'b"" @imathis the blog post says  won\'t load on heroku? By the way", if it helps," I tested this on local and heroku.""'",,,,,,,,,,,,,
octopress,901,closed,3,2012-12-29 07:16:59,4.2,1,,,"b""b' @imathis Actually", sorry, nvm," it seems to work now.'""",,,,,,,,,,,,
octopress,901,closed,closed,2012-12-29 07:48:18,31.32,1,1,3,,,,,,,,,,,,,,,,
octopress,901,closed,4,2012-12-29 07:16:59,5.32,,,1,"b'b"" That\'s nice to hear. Thanks for the work anyway.""'",,,,,,,,,,,,,,,
octopress,901,closed,5,2012-12-29 07:16:59,13.7,1,,,"b'b"" Actually",  0.3 loads, but  0.2 fails with this stack trace. The difference is 0.2 uses ruby-python, but 0.3 forks off a python process. url  I didn\'t test correctly on the 2.0 branch, because I\'m also playing with 2.1. Sorry. Would it be easier to integrate this into master," or to bump  to 0.3 in the Gemfile? (2.1 already uses  0.3)""'",,,,,,,,,,
