REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,body,2016-04-06 07:47:09,00:00,,1,,b'b\' Hello," The demo website is broken under Firefox 45.  The arrows make you move in the desired direction but not following the ""path"" of the presentation. I mean we are able to freely able to ""move the camera"". Zooms are also not working. This was tested under two different Linux distributions with the same behavior.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,1,2016-04-06 07:47:09,395.9,,1,,"b'b"" This is probably a bug in the browser because it always worked and we didn\'t changed anything recently", can you post the bugzilla ticket here so we can track it? If there is no issue reported in Firefox, can you please report one? Similar issues already happened in the past on different intervals," see url  and url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,2,2016-04-06 07:47:09,83.33,,1,,"b'b"" What should I put in the mozilla bug report ? I think it\'s actually better to find what\'s buggy before no ?  I will try to find is the problem is specific to Linux. Testing on windows right now""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,3,2016-04-06 07:47:09,859.05,,1,,"b""b' @GuillaumeLeclerc I just tested the demo url  in Firefox 45.0.1 on Mac and everything is working. Can you please show a gif using LICECap that shows the issue?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,4,2016-04-06 07:47:09,166.12,,1,,"b""b' Of course. Doing it right now'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,5,2016-04-06 07:47:09,20.22,,1,,"b""b' url  Tested under : ArchLinuxUbuntu 14.04 LTS'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,6,2016-04-06 07:47:09,10.22,,1,,"b'b"" @GuillaumeLeclerc I can\'t see your mouse pointer"," are you dragging everything with it in those platforms? Have you tried Firefox in another platform than the ones that are showing the problem?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,7,2016-04-06 07:47:09,75.07,,,1,"b'b"" @GuillaumeLeclerc @FagnerMartinsBrack this could be platform specific issue", may be even related to hardware differences. I checked in my Ubuntu 14.04 LTS, Firefox 45.0 and it seems fine. So it\'s hard to say if the bug is in firefox, specific distribution of firefox," or more some  configuration causes this.""'",,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,8,2016-04-06 07:47:09,111.42,,1,,"b'b\' @FagnerMartinsBrack My mouse is only moving when I click on the ""finish screen capture"" icon. So no I\\\'m not dragging anything.  I tested on two laptop Asus they were running on Intel HD ""GPU\\\'s""  I also tested on a Mac book air and it was working\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,9,2016-04-06 07:47:09,957.8,,,1,"b'b\' There is no ""finish screen capture"" icon in the demo", are you referring to the tool you are using to record the screen? What does that have to do with the problem? As @bartaz said above, this could be a specific issue on a specific platform. Without being able to reproduce, it is impossible to provide a fix for the problem. @GuillaumeLeclerc The only thing you can do here is to create a [simple and valid CSS 3D example]url  that proves it is failing in Firefox on your machine and post that in Mozilla Bug tracker so that they can fix there. You can also post here so we can take a look and try to guess what could be the problem, but we make no promises because all evidences so far suggests this is a problem either with something in your environment, or a browser specific issue that should be handled by Mozilla.\'',,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,10,2016-04-06 07:47:09,629.68,1,,,"b'b\' @FagnerMartinsBrack Sorry I misunderstood your sentence I thought you were saying you saw my mouse moving therefore I might be dragging something. I don\\\'t know any internals of  do you have any hints what I should be testing ? It does not seem to be related to the 3d though. It seems to me that it\\\'s just not following the ""trail"" of the presentation (as if the camera was in spectator mode).  What do you think ?", Do you have any information on how it\\\'s implemented in  ? \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,11,2016-04-06 07:47:09,20.72,1,,,"b'b"" @GuillaumeLeclercYou don\'t need actual deep knowledge of the internals. Did you see the link I posted? url  is a technique that you can use to reduce the problem by removing code that is not relevant. In the end you will end-up with a small piece of code that will show exactly where the root cause of the problem is.It\'s ok", I just used CSS 3D as an example in case the problem is, in fact, with CSS 3D. Ideally if you use SSCCE you will know exactly where the problem lies with some effort. In this case unfortunately we need a simplified example that we can look into, otherwise all we can do is speculate," and it is too hard to find an objective answer through speculation.""'",,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,12,2016-04-06 07:47:09,85.62,,,1,"b""b' Thank you! . I will try this as soon as I have a little time (Wednesday I think).'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,13,2016-04-06 07:47:09,1349.62,,1,,"b""b' Ping @GuillaumeLeclerc '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,14,2016-04-06 07:47:09,356.85,1,,,"b'b"" Sorry I\'ve been working a lot lately. I\'ll try tomorrow. Thank you for pinging ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,15,2016-04-06 07:47:09,629.12,,1,,"b""b' Ping @GuillaumeLeclerc again :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,16,2016-04-06 07:47:09,111.9,1,,,"b'b"" All new information I have is that it\'s still broken on firefox 46 :/""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,17,2016-04-06 07:47:09,20.33,,1,,"b'b"" I tried and it is reproducible with a docker image. I think you could find the problem easily if you can run it yourself. **Dockerfile** **build the image**  **start the image** (assuming you have linux"," I don\'t know how to do it on other platforms) The advantage with docker is if you can\'t reproduce it then we are sure it\'s hardware related.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,18,2016-04-06 07:47:09,0.03,,,1,"b""b' Well", if there is no simple example that fails and we can reproduce," then there is nothing we can do.I really recommend opening an issue in Firefox bugzilla and posting it here so we can track. I will close this for now but can reopen once there is some action to make. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,closed,2016-05-14 09:50:08,122.98,4,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,reopened,2016-05-14 09:50:21,0.22,4,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,19,2016-04-06 07:47:09,0.65,1,,,"b'b"" Sorry"," posted the comment seconds after yours so it didn\'t updated for me :O.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,20,2016-04-06 07:47:09,1.73,,,1,"b""b' @GuillaumeLeclerc I am not used to docker and have no time to debug right now"," can you please do this test in another computer and reduce the problem in a simple snippet? Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,21,2016-04-06 07:47:09,9.18,,,1,"b'b"" I already tried on three computer but they are all laptops from the same brand. The simple snippet that is not working is the demo of  on it\'s website url  Since @bartaz is running linux and could not reproduce it. It might be a good thing if he could try the docker image. If he don\'t see it then it might be (brand"," grpahic card related)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,22,2016-04-06 07:47:09,87.98,,,1,"b'b"" That is not a simple snippet. Saying the demo doesn\'t work doesn\'t help. What we need is a simple code using css 3D that reproduces the issue so that we can confirm this is not some extension or whatever that is causing the issue.Ok. Can you post a **step by step** of how to run your image in Mac? I will run it here. Here are my other tests using the demo page:I have just tested this in a Windows 7 Desktop using Firefox 43. In that version there are some artifacts on the screen between each transition.I have also upgraded the browser and tested in the same machine using Firefox 44.0.2. In that version the artifacts are gone and the demo works as expected. All evidence so far points out for a Firefox bug in the brand you are using. I will run the docker image just to be sure it is a Firefox bug"," but I need a step by step of how to run it because I have no idea how Docker works. Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,23,2016-04-06 07:47:09,43.78,1,,,"b'b\' I\\\'m really sorry but I don\\\'t know how to do it on mac. Since docker only works on Linux (you need to emulate a linux distribution to make it work on mac). For the code snippet. I really don\\\'t think it\\\'s 3D transform that is the problem. The problem seems to be related to input handling. The problem is by pressing arrows I\\\'m able to move in the direction I want as if it was using a ""free camera"" I could control with my arrow. You can take a look at the GIF I posted\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,24,2016-04-06 07:47:09,64.95,,1,,"b'b"" Docker doesn\'t work only in Linux. I can make it work on mac and have it installed. It is just that I need a step by step on how to run everything so that I don\'t get stuck on it. Can you do a step by step on linux so that I can try it out on mac? Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,25,2016-04-06 07:47:09,29.55,,1,,"b""b' As far as I know when you install it on Mac it uses virtual box under the hood to run the Linux distribution boot2docker. But here is the procedure.Create a file named Dockerscript. And paste the content I gave in my previous post.run  run the command I gave before to start the image. I think the last step will not work out of the box because it assume you have a server X and give the X socket to the container. It seems it is possible to make it work using this url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,26,2016-04-06 07:47:09,13.1,,1,,"b'b"" The command did\'t work with having the following content: The error:Can you please provide a single zip file that contains everything that is necessary to work in linux with a single command instead of having to rely in ? This way we can make sure the invariants stay the same when running the example.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,27,2016-04-06 07:47:09,12.83,,1,,"b'b"" Sure. Doing it right now. To be easier I\'m even building the image and put it on docker hub. This way you will only have to run it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,28,2016-04-06 07:47:09,20.1,,,1,"b'b"" Ok I built the image and I remarked it\'s working on it. I thought it was not because I already had Firefox running and it was using my own Firefox. If I close my local Firefox and only use the one in docker it is working perfectly.  **So the bug is not present on a fresh Ubuntu 14.04**. The bug is even weirder than I thought.  I will try to use other distributions"," and see if I can reproduce it. If I can\'t reproduce it maybe we can close this and wait for more people to report the bug. (We are only 2 who can reproduce it)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,29,2016-04-06 07:47:09,1.9,,1,,"b""b' \\xf0\\x9f\\x91\\x8d  This could be some software that is conflicting in your installation.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,30,2016-04-06 07:47:09,7.52,,,1,"b'b"" I tried Ubuntu 12.04", FF 46, and it is still working fine. I agree with you," it must be a library me and my coworker we hae installed that mess up with Firefox. I think it\'s not related to impressjs itself. Maybe we can close this ? ""'",,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,31,2016-04-06 07:47:09,1.12,,,1,"b""b' Ok then. If you manage to find a problem with "," let us know. Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,closed,2016-05-14 14:44:32,294.18,6,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,32,2016-04-06 07:47:09,967.4,,1,,b'b\' Hey guys," I had the same behaviour in FF 45.5.1 and FF 50+ that @GuillaumeLeclerc  described. ""Moving the camera"" around to view the canvas with the arrow keys was possible", but the smooth presentation mode didn\\\'t kick in since the arrowclicking was not captured correctly.  In my case," I figured out that there was another plugin competing with  to capture the keyboard inputs.  I am using ""[vimperator]url "" to operate Firefox mouse-free. Disabling that plugin and restarting Firefox makes  ""work"" again", it never stopped working I guess. So make sure that there are no other plugins installed that may interfere with .  Regards \'',,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,33,2016-04-06 07:47:09,395.83,,1,,"b""b' @MichaelHuelsen I also have vimperator. So we are sure this is the problem :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,548,closed,-,-,-,6,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,640,closed,opened,2017-11-05 17:27:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,640,closed,title,2017-11-05 17:27:59,00:00,,1,,"b""b'  status update'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,640,closed,body,2017-11-05 17:27:59,00:00,,,1,b'b\' Hi all  I wanted to give all watchers a bit of a heads up before the big merge hits the master.  As many of you know, over the past 2 years I developed a plugin based architecture as well as lots of new features for . For various reasons these were not merged back upstream, but I\\\'m glad to tell you that this is finally happening. All of my work is now fully merged into and available as a preview in [the dev branch]url  **Unless there are some valid objections, then one week from now, on Sunday Nov 12," I will merge the dev branch into master** and tag it as 1.0.0-beta1.  That will also cause most of the open issues and pull requests to be closed after which I will also open several new ones (such as from the list in #626). From now on I\\\'ll also start marking suitable issues with the github recommended labels ""help wanted"" and ""good first issue"" so that if there is anyone who would like to contribute to a popular JavaScript project", that will now be possible.\'',,,,,,,,,,,,,,,,,,,,,,,
impressjs,640,closed,1,2017-11-05 17:27:59,377.08,,1,,"b""b' Can you create a PR for that merge and leave it open so that the diff can be clearly exposed? One week may be too soon given the number of changes and the lack of test coverage"," can we make it at least one month?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,640,closed,2,2017-11-05 17:27:59,667.15,,,1,"b'b""  No! Surely you\'re joking? The diff is the aggregate of everything you reviewed in the past PRs", 2 years worth of code. If you want to review, go back to the PRs I\'ve sent in the past weeks. All merge-* branches are still open. There\'s no rush. Of course, that would imply nobody else should merge anything to master either, but given that this isn\'t happening anyway, not a huge problem.  That said, what are we worried about exactly? Stable releases are tagged, so if users want stable, they should use that. If they use master, they probably want the latest and greatest, so why not finally give them that? Note that the new stuff in the dev branch is not new or untested code any more than master: it\'s been in my fork for 2 years and has lots of users already.  And conversely, if we wait longer, what do we gain? Do you intend to actively test the dev branch? Does someone else? I can wait," but what am I waiting for?""'",,,,,,,,,,,,,,,,
impressjs,640,closed,3,2017-11-05 17:27:59,783.72,1,,,b'b\'  As [mentioned before]url  the idea was to review the whole dev branch once it finished being copied over.  Those PRs were not created with an [atomic concern]url  that makes it extremely hard to review because it trades off quality of review for speed of delivery and keeping the context of the code in the author\\\'s head. Creating structured PRs allow for somebody else in the future (maybe another contributor) to understand the reasoning behind each feature. For example, if adding a plugin, it\\\'s possible to add only the API in  that is necessary for that plugin to work. That will ensure the API doesn\\\'t expose anything other than what\\\'s necessary to satisfy that use case, reviewing that we efficiently avoid clutter and [remove code]url I\\\'ve mentioned this before, but it seems that [@bartaz and yourself are ok with the tradeoff of quality of review (and the efforts to do so) for speed of delivery]url  I would argue that\\\'s not something that\\\'s worth it because it will make the codebase rigid (more on this later), but I won\\\'t insist on it if we\\\'re all conscious of this tradeoff and that\\\'s the only way forward. Does that mean you believe the code is very good? If that\\\'s so, why create a Pull Request? What needs to be reviewed exactly? Shouldn\\\'t you just commit to master?  That statement [can be a fallacy]url  I intended to look at the branch against master and review it again, [as mentioned a month ago]url  It also opens the possibility for a wider audience to peek in. I\\\'m not sure how active are the watchers of this repo, but if there\\\'s a slight chance to have [more eyeballs]url  into this, shouldn\\\'t we do it?  Yes, I could just look at the [  diff]url  However, a Pull Request creates noise and maybe (just maybe) somebody else can jump in and add something useful to the discussion. Would that possibility be worth it? From what I\\\'ve seen so far, even though the merge promises to close a lot of feature requests from this repo, it adds a lot of code that will now be exposed to a much bigger audience. The code might be stable and working today, however, it seems that it provides **stability** and **more features** at the cost of:  * **Rigidness**. Due to the increase of software entropy and the lack of tests and [self-documentation]url  the code becomes more rigid. That means that new contributors will be afraid to change the code more than before. Because it didn\\\'t have tests before it actually makes this problem worse, not better. * **Less developer contribution**. Future contributors won\\\'t be able to easily create Pull Requests for new features or fixes to be added to the project and it might stale or only be contributed by @henrikingo who has the context of how it works. Right now," the merge increases @henrikingo\\\'s [Bus Factor]url  in the project. Tests can also serve as a documentation of how the impress API works in code (the so-called ""first client"" of the API)", if there are no tests for contributors to look at, new contributors will have to spend so much time to understand everything that they will most likely give up.  My understanding at this moment (and I partly blame on how the format of the review was done) is that this merge optimizes feature delivery by sacrificing contribution and the flexibility of  core.  **Of course, I can be wrong...**  I don\\\'t have the whole context of the features added. That\\\'s why I intended to look at the branch as a whole in a Pull Request and see if that would make things clearer.  I was only able to look at small isolated and non-cohesive snapshots of changes.  **But if I\\\'m right...**  If I\\\'m right and @bartaz and @henrikingo are ok with the tradeoffs I listed there, then I won\\\'t insist on it and it should be good to go to  .  I just want to make sure we make the conscious decision because I also want  to succeed, not to become worse from a maintainability perspective.  I believe this is a reasonable observation, what do you think?\'',,,,,,
impressjs,640,closed,4,2017-11-05 17:27:59,1067.25,,1,,"b'b\'  You must have misunderstood. Those pull requests were pull requests created specifically for the purpose of review. You participated in reviewing them. Now review is over. ""atomic concern""? Those PRs were created in the format requested by Bartek", and I spent considerable amount of work to do that so that he could review them. If you want to review smaller units of work, you\\\'re free to review the almost 200 commits in my fork that are the true history of this work. In fact, this request for prolonged review is particularly outrageous coming from you, as you have been well aware of my fork, and as maintainer it would have been your job to work on getting those features merged upstream, but you did not do that.  Luckily, now I\\\'m active maintainer of , and progress will not be blocked anymore. I have now merged the dev branch, which means 1.0.0-beta1 is released, and also this unblocks master branch so I can now focus on another PR already in the queue, rather than having it blocked by this discussion for a month too. This will be modus operandi going forward.\'',,,,,,,,,,,,,,,,,,
impressjs,640,closed,closed,2017-11-12 17:43:11,15.2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,640,closed,5,2017-11-05 17:27:59,332.72,1,,,"b'b""  There\'s no need for ad hominem", it removes the focus of the discussion. You have never responded to my comment, you just attacked me for no reason.  I\'ve been aware that you created a fork because you didn\'t like my reviews, but I never had time to look at it. When you were contributing to this repo, you\'ve never implemented a single suggestion I\'ve offered, you just ignored it, forked off and started adding comments to the issues of this repo referring to your fork.  It\'s nobody\'s job to merge somebody else\'s fork. I\'m not paid to do Open Source and I\'m not paid to listen to this. I already contributed a hell lot of time to Open Source and [I have no company to back me up]url  I do it in my own time. Even though I couldn\'t do much, I still managed to create the [Reference API]url  for  because it didn\'t have any and triage almost 300 issues and 200 Pull Requests down into what you can see today.  It reminds me of the post [The Open Source Community Has No Place for Disrespect]url  The Open Source community also has no right to demand anything from somebody who does the job for free. This behavior is poisoning and your tone is also.  My comment still stands and is just a suggestion, not a requirement, I\'m not trying to block any progress or demanding anything.  Let\'s have a reasonable," mature conversation and stop the ad-hominem.""'",,,,,,,,,,,,,,,,,,,
impressjs,640,closed,reopened,2017-11-12 23:15:54,332.72,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,640,closed,6,2017-11-05 17:27:59,654.15,,,1,"b'b""  That is not true. Eventually however I stopped implementing them", because it wasn\'t leading to code being pushed to the repo. Of course, it is also true I disagree with most of your suggestions both now and then. So what has happened instead is that Bartek has come back to review and approve my PRs, and thanks to this now my work is finally merged to the upstream repo. Also thanks to this, I\'m now active maintainer, so going forward I will be processing pull requests more expediently and hopefully repo will be much more active!  The code that was discussed in this issue is merged, so please don\'t reopen it anymore. You can continue to comment without reopening. But I will be focusing on working on code," and I recommend the same to you.""'",,,,,,,,,,,,,,,,,,,,,,
impressjs,640,closed,closed,2017-11-13 10:10:03,654.15,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,640,closed,7,2017-11-05 17:27:59,42.1,1,,,"b'b"" @henrikingo @FagnerMartinsBrack Sorry that I missed this thread earlier", last week was quite busy for me.  Let\'s try not to mix too much emotions in this, as it\'s not very helpful. There may be some misunderstandings between us, disagreements, but let\'s try not take it too personally because it\'s unnecessary for anyone. Every single one of us contributes their free time to this in their own way, and let\'s respect that.  For the sake of this thread about merging dev branch to master. I was hoping (I believe similar to @FagnerMartinsBrack) that we discuss and address at least some of things mentioned in #626 before the merge. But as I understand @henrikingo intention is to address them now, so I assume that it will happen before moving out of \'beta\'.  And because of master being in \'beta\' I think it would be nice to have a note in readme that would point to last \'stable\' release.  About the comments about rigidness and outside contributions from @FagnerMartinsBrack. You are probably right that this may happen. But it will be hard to avoid when codebase gets bigger and gets more features. Naturally it will be more \'scary\' to newcomers. Now with plugin architecture maybe it will change once they settle in and are documented enough. But to see that we probably need to wait couple of weeks or months for some contributions to appear. Personally I don\'t expect much, because even that  seemed to be quite popular as a project there was not really a \'community\' around that. First I was the \'bus factor\' and project stopped when I stopped. Having @henrikingo as a contributor is at least some way forward, because of his willingness to contribute code and maintain it. It\'s better to have one developer active then endlessly discussing how to make code more approachable to contributors and have no contributors at all (in my opinion).  And, getting back to the emotions from the beginning if we want to attract more people to the project and have more contributions we need to try to be friendly and respectful for them. So let\'s start with trying this between ourselves :)  So to summarise," @henrikingo what are the next steps?  I\'d like to see before we remove beta flag:   addressing items from #626. In the meantime possibly going through the backlog and looking what is fixed already by plugins and what can now be addressed. looking into README and other docs to see if they are up to date with recent changes  Anything else?""'",,,,,,,,,,,,,,,,,,,
impressjs,640,closed,8,2017-11-05 17:27:59,92.08,,1,,"b'b""  It\'s easier to avoid rigidness if we apply common software development practices", I can help with some input on that for future PRs. My point is just that we need to be conscious of the tradeoffs if we don\'t do it right now so that we can make better decisions and improve the codebase in the future.   As from this point, I don\'t want to read emotional ad-hominem anymore, I\'ve read enough. Leave emotions at home and start [arguing against the content," not the person]url  just how @bartaz did with his comment.""'",,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,640,closed,9,2017-11-05 17:27:59,590.93,1,,,"b'b"" Just a short note to anyone who might read this and wonder what happened. Above thread caused me to write Bartek in private. There was another email between Bartek and Fagner", that I was not a party to.  Between all the distraction, Bartek\'s comment also included some valid proposals and questions. However, we agree it is not worth continuing this thread. So rather than answering to those here," future steps will become evident in their respective issue threads and commits.""'",,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,640,closed,-,-,-,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,649,open,opened,2017-12-07 09:56:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,649,open,title,2017-12-07 09:56:48,00:00,,1,,"b""b' Step independent zooming & panning'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,649,open,body,2017-12-07 09:56:48,00:00,,1,,"b""b' This is more of a feature request than an issue: I seem to be unable to find a plugin that allows for panning and zooming independent of the step wise progress. For presentation and story telling it would be very convenient to sometimes be able to zoom out and pan a bit around the presentation outside of the programmed step order. Is this in some manner possible?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,649,open,1,2017-12-07 09:56:48,160.27,,,1,b'b\' Well, not really," because the whole point of how  works now is to follow a pre-determined sequence / animation. There are several options in the spirit of what you\\\'re asking though:  * It\\\'s common to create ""empty"" steps for the sole purpose of zooming in or out in an area that shows content from other steps. In fact", the step in the main demo is an example of this. In the [3D rotations demo]url  I used 2 separate overviews to show the content in 2 different perspectives. * Combined with the previous, note that the goto plugin now supports non-linear navigation paths, and of course using the UI toolbar you can also jump to any step at any time. This allows you to jump to pre-determined positions at any time, but of course not zooming and panning arbitrarily. * To help me create new presentations," I have in fact also built an editor that allows to move a ""camera"" in 3D space: url  There\\\'s a demo video in the README there. The impressionist camera plugin could in fact be copied into a normal  presentation if you wanted to use it just in a browser", without all the Electron and TinyMCE stuff.\'',,,,,,,,,,,,,,,,,,,,,
impressjs,649,open,2,2017-12-07 09:56:48,94.95,,1,,"b""b' Closing for lack of response. Please re-open if you have follow up questions.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,649,open,closed,2018-01-01 14:12:01,255.22,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,649,open,3,2017-12-07 09:56:48,308.93,,,1,"b""b' Hello henrikingo", could you give some hint on how to use the impressionist camera plugin to enable  with a mouse in a 2d situation? This is the only feature I miss in my presentations. (I already use #overview and empty steps... what I really miss is the ability to freely wander through  in the middle of a presentation). BTW," thank you very much for the development!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,649,open,4,2017-12-07 09:56:48,1190.58,,,1,"b'b"" Hi all", I made a rough implementation of what I meant in #649 here: url  The use case for this is that you sometimes during or after a presentation want to roam around a little talking about different aspects that relate not to just one fixed  but to more than one. Therefore you want to be able to zoom and pan so that a few  are in view. After roaming around a bit, you pick up your prepared story by clicking next. (Though it is also possible to click another slide and proceed from there.)  This rough implementation works in Chrome at least and on my MacBook touchpad. It doesn\'t use the camera plugin, because I didn\'t understand that plugins code and functioning yet, so I rolled my own for now. There are several issues that need to be fixed and thought over before I can turn this into a proper plugin (it\'s just an addition at the bottom of the presentation\'s html file). Issues are\\xe2\\x80\\xa6  * Mousedown capturing somehow blocks the toolbar slide list. * Zoom works fine as far as I can see, pan works fine as far as I can, but if you pan first and zoom then you\'ll find that the transform origin has not panned along. This should be solvable by manipulating impress_, but whatever I try that will not allow itself to be set form the script. I have no idea why. * Obviously this is not plugin level yet, but if I can figure these problems out, I will turn it into a proper plugin. * I haven\'t looked at progressiveness and compatibility yet, for now I\'m trying to get this working in current (65) Chrome.  If you have any clues on how I could improve this feature," let me know!  Cheers Joris van Zundert  ""'",,,,,,,,,,,,,,,,,,
impressjs,649,open,5,2017-12-07 09:56:48,527.18,,,1,"b'b"" wonderfull! That\'s what I need! Thank you very much! I\'ll dig your code to learn how it works! Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,649,open,6,2017-12-07 09:56:48,667.0,,,1,"b'b"" @jorisvanzundert That\'s quite a nice concept already", and could certainly be useful when presenting!  @zepadovani Haven\'t done this for a while, but from [the impressionist repo]url  you should be able to just grab and and use them in your presentation. Of course, you\'d probably want to remove plugins not related to the camera functionality, like , ," ... This can be done in []url  and then follow the README to rebuild.""'",,,,,,,,,,,,,,,,,,,,,,,
impressjs,649,open,reopened,2018-04-18 11:05:53,1253.87,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressjs,649,open,-,-,-,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
