REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,12,2013-05-20 09:18:20,2.58,1,,,b'b\' On 19 November 2013 08:52," kreynen notifications@ wrote:I think the best solution is for  need to change their policy tosomething that is slightly less simplistic than ""everything GPLv2+."" Its a bit outrageous for the Drupal community to march round the libresoftware community asking for license regression. The GPLv2 has manyproblems", including very poor internationalisation, and they ought to moveto GPLv3+ which solves the mirage of  license incompatibilty withApache\'',,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,13,2013-05-20 09:18:20,12.12,,1,,"b""b' so the point is that SIL OFL 1.1 **is not** GPL compatible and the docs are wrong? Reopening and adding to 4.0.4 miestone"," @davegandy '""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,reopened,2013-11-19 15:45:59,143.58,6,5,4,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,14,2013-05-20 09:18:20,0.55,,1,,"b""b' Question: 1.2 Can the fonts be included with  and Open Source Software collections such as  and BSD distributions and repositories?So why OFL is saying it is compatible?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,15,2013-05-20 09:18:20,5.27,1,,,"b'b"" The confusion here is between a  meaning of the word \'compatible\' and a  meaning. The OFL doesn\'t say it is \'compatible\'  the FAQ is explicit that it is incompatible"," and that the incompatibility does not matter:""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,16,2013-05-20 09:18:20,35.52,1,,,"b'b\' That is why I like ""GPL friendly"" over ""GPL compatible"". Unfortunately Wordpress often defers to Drupal when dealing with GPL url  WordPress is making the same confusing ""GPL compatible"" claim about the font licenses they allow.  The links to the GNU and Fedora lists are more carefully worded. url  I\\\'ve started url If you\\\'d like to provide feedback from the perspective of a font that currently can\\\'t be included because of the licensing issues"," we\\\'d welcome it.  Drupal is slow to move on issues like this because most ""open source"" users don\\\'t understand the differences in the licenses and attempts to discuss it openly often leads to a lot of bikeshedding. There are a growing number of people who understand these licensing issues in the Drupal community", but we\\\'re a large community so change takes time.  Please work with us.  I know that Drupal\\\'s views on an MIT only license vs. dual  only changed when JQuery took the advice of the FSF and moved back to MIT only license url In full disclosure... yes, Drupal had pushed JQuery to use dual license. All I can do is apologize for Drupal\\\'s current licensing policies and ask you to help us make the case to change them.  \'',,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,17,2013-05-20 09:18:20,44.32,,1,,"b""b' @kreynen so the fix is:?'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,18,2013-05-20 09:18:20,69.13,,1,,b'b\' @tagliala Again... I\\\'m not a lawyer and this is getting dangerously close to legal advice.  IMHO,"friendly"" is a much better description of the relationship between OFL licensed resources and GPL code.  It might be worth reaching out to the Free Software Foundation for true legal advice.  If you ask a lawyer who isn\\\'t a FOSS advocate, they\\\'ll probably tell you to remove the compatibility claim completely.  Every time I get into one of this discussions, I\\\'m less surprised by resources licensed with the WTFPL license url That license is not recommended, but recognized by the FSF as GPL compatible.  It\\\'s a way for people to give their work away while at the same time complain about how complicated it is to give it away.\''
Font-Awesome	1124	closed	19	tagliala	2013-05-20 09:18:20	153.93		+1		b""b' just sent an email to FSF. I will let you know :)'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,20,2013-05-20 09:18:20,807.7,,,1,b'b\' Hello," Thanks for writing to the FSF.  Please see response below:It is OK to distribute fonts licensed under the terms of the SIL OFL 1.1  _alongside_ a GPL licensed work. What we mean by ""alongside"" is that the font andthe program would be considered ""separate works"" under the terms of the GNU GPL",because they aren\\\'t combined in any way, but simply aggregated. It is often the casethat a program (such as a word processor) can make use of makes use of a particularfont without the font being considered part of the Program or the font and programbeing considered a single combined work. It is of course possible that you could create a combined work depending on howimplementation is done. Such cases should be avoided with works licensed under theGNU GPL," because the SIL OFL 1.1 is incompatible with the GNU GPL. This is becauseSection 5 of SIL OFL 1.1 has the following requirement that is incompatible with theterms of the GNU GPL: ""The Font Software", modified or unmodified, in part or inwhole, must be distributed entirely under this license," and must not be distributedunder any other license."" This is incompatible with the terms of the GNU GPL",because the GNU GPL has a similar statement that requires the entire work to beunder the terms of the GNU GPL.I hope that helps. Regards,\'',,,,,,,,,,,,,
Font-Awesome,1124,closed,21,2013-05-20 09:18:20,3.1,,1,,"b""b' Please read my comment above"," that is the answer from FSF. Here it is my suggestion:What do you suggest?'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,22,2013-05-20 09:18:20,163.47,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,23,2013-05-20 09:18:20,240.22,,1,,"b""b' changing milestone to 4.1.0'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,24,2013-05-20 09:18:20,201.58,,,1,"b'b\' I like the phrase ""GPL friendly."" Here\\\'s what I\\\'ve tried to do with Font Awesome:make the most open licensing possible", while still being actually licensedI want Font Awesome to be able to be used for commercial projectsavoid viral nature of GPL Does anyone have a different suggestion for a license for the Font Awesome font?\'',,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,25,2013-05-20 09:18:20,144.95,,1,,"b""b' GPL compatible -'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,26,2013-05-20 09:18:20,3.3,,,1,"b""b' and me! :)'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,27,2013-05-20 09:18:20,490.75,1,,,"b'b"" Sorry for interrupt that OFL should **ALREADY** GPL compatible! Some new founding on my initial Drupal\'s issue:url url url url  The most important supporting from Fedora Project:Therefore maybe Font Awesome 3.0 already coming with the latest and best choose in its licensing"," any idea?""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,28,2013-05-20 09:18:20,405.68,,,1,"b'b"" We\'ve already confirmed w/ the FSF that OFL is NOT GPL compatible in the same way a license like MIT is GPL compatible... which is using this definition of compatible url  OFL is specifically listed in url  not url  The WordPress wording is also wrong.  Adding more license requests to url  based on what WordPress does will only delay getting OFL and GPL + FE approved as the Drupal Association\'s lawyers will want to review each one of those licenses. | Therefore maybe Font Awesome 3.0 already coming with the latest and best choose in its licensing", IMHO," you are correct on this point.  OFL is the correct license for the Font Awesome project and  needs to update it\'s approach to licensing.  Posting repeatedly to these issues is not going to change the policy on  any faster.  ""'",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,29,2013-05-20 09:18:20,1430.02,,,1,"b'b\' Changed wording from ""GPL Compatible"" to ""GPL Friendly"" on the license page. For any specific concerns about adding Font Awesome to your open source project", please feel free to contact me directly. Closing this issue.\'',,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,closed,2014-05-14 13:45:28,1319.48,9,13,9,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,30,2013-05-20 09:18:20,19.53,,,1,b'b\' Thanks for even considering the change," but I\\\'m still seeing ""Font Awesome is fully open source and is GPL compatible"" on url I know this seems trivial"," but I just found another module that committed this to Drupal\\\'s ""GPLv2 or GPLv2 compatible"" repo.  Trying to explain why url  needs to be removed is much easier when I can point to the URL of your license page.\''",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,31,2013-05-20 09:18:20,40.68,,1,,"b""b' @kreynen you will see the fixed statement as soon as FA 4.1.0 will be released'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,32,2013-05-20 09:18:20,383.95,,1,,"b""b' From :I posted a request for an update on when the Licensing working Group will resolve this.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,33,2013-05-20 09:18:20,384.5,,1,,"b""b' See: url '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,34,2013-05-20 09:18:20,454.62,,1,,"b'b"" The OFL isn\'t considered a [GPL-compatible free software license]url  because it isn\'t a software license at all. However", it allows bundling the fonts with software, and in fact requires doing so if the fonts are sold. [Here\'s the FSF\'s take on it:]url This is supported by the text of the license itself [(SIL Open Font License version 1.1)]url  : (Emphasis added.) So there shouldn\'t be a problem using OFL-licensed fonts in software, including software that\'s GPL-licensed.  But even then, an OFL-licensed font does not become GPL-licensed:(Emphasis added.) So even in GPL software," the OFL still applies to the font itself. The GPL does not.""'",,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,35,2013-05-20 09:18:20,458.73,,1,,"b'b"" This is true as long as the GPL software can use any font", and is justconfigured to use a particular (OFL) font. If there was some tightintegration between the program and the font, it might switch from\'aggregate distribution\' of 2 separate works, the program and the font,"into a \'derivative (combined) work\'""'",,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,36,2013-05-20 09:18:20,463.78,,1,,"b'b"" I think all you\'d have to do is specify", in the  notice," that the software is GPL-licensed but a separate license applies to the OFL-licensed fonts.""'",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1124,closed,-,-,-,9,19,10,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,opened,2013-05-20 14:51:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,title,2013-05-20 14:51:33,00:00,,1,,"b""b' Icon rotation fails when used inside anchor tag.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,body,2013-05-20 14:51:33,00:00,,1,,"b'b"" When using the icon-rotate-xx class when inside an anchor tag"," the icon no longer rotates but goes back to it\'s original alignment. When using the same rotation class outside of an anchor tag does work. Tested with Chrome 26 on Windows 8.""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,1,2013-05-20 14:51:33,1.8,,1,,"b""b' Please check whether your issue already exists.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,closed,2013-05-20 14:53:21,1.8,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,2,2013-05-20 14:51:33,0.85,,1,,"b""b' I have searched the issue tracker for icon rotation but did not find anything"," could you help me and point me toward the issue?'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,3,2013-05-20 14:51:33,1.82,,,1,"b'b"" Oh"," good call! This is my bad. It\'s related to #1060.""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,reopened,2013-05-20 14:56:01,2.67,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,4,2013-05-20 14:51:33,34.35,,,1,"b""b' same problem with fliping (#1111)'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,5,2013-05-20 14:51:33,450.05,,,1,"b""b' I was dealing with this", found a work around.  First off, it only happens in 3.1.x, I had a working rotation until I upgraded to the latest font-awesome. My work-around for now is to add inline-block to a -spin: So, my example icon-spin {  display: inline-block;} Dunno if that helps anyone," but it got me through the day :-)'""",,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,6,2013-05-20 14:51:33,172.85,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,7,2013-05-20 14:51:33,1159.23,,1,,"b""b' Should be fixed in 3.2.0-wip branch.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,closed,2013-05-23 21:12:30,376.48,0,6,3,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,8,2013-05-20 14:51:33,50.52,,,1,"b""b' Thanks Dave!'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1130,closed,-,-,-,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,opened,2013-05-22 07:56:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,title,2013-05-22 07:56:34,00:00,,1,,"b""b' Icon Request: icon-headset'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,body,2013-05-22 07:56:34,00:00,,,1,"b'b"" Thanks for an awesome solution to my iconing needs :P I\'d like to request an icon of a headset: basically a variant of icon-headphones"," with a mic added. I\'d use it to represent support tickets. examples:![headset]url ![support]url ![head-with-headset]url ""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,1,2013-05-22 07:56:34,301.12,,1,,"b'b"" An icon-support will be coming out with the standard ring life preserver. Let me know if that won\'t do it for you.""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,closed,2013-05-22 12:57:41,301.12,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,2,2013-05-22 07:56:34,128.72,,,1,"b'b"" That\'s not really the look I was going for. I guess the headphones icon will have to do for now. Thanks.""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,3,2013-05-22 07:56:34,56.27,,,1,"b'b"" Hi", is it possible to reopen this issue ?The headset with a mic would be awesome! Here is a website we\'re building," the _More professional_ block telling people that we are here to answer their questions wouldn\'t send the same message with the _icon-support_ you\'re talking about. ![screen shot 2013-07-29 at 17 55 45]url ""'",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,4,2013-05-22 07:56:34,190.72,,1,,"b'b"" reopening"," @simonc\'s reqeust seems legit""'",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,reopened,2013-07-29 19:13:23,375.7,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,5,2013-05-22 07:56:34,769.23,,,1,"b""b' Nice"," thank you :)'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,6,2013-05-22 07:56:34,173.9,,1,,"b""b' I would back this up too.'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,7,2013-05-22 07:56:34,1418.1,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,8,2013-05-22 07:56:34,322.92,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,9,2013-05-22 07:56:34,1400.77,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,10,2013-05-22 07:56:34,43.65,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,11,2013-05-22 07:56:34,18.05,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,12,2013-05-22 07:56:34,326.3,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,13,2013-05-22 07:56:34,858.12,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,14,2013-05-22 07:56:34,1238.5,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,15,2013-05-22 07:56:34,707.0,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,16,2013-05-22 07:56:34,43.57,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,17,2013-05-22 07:56:34,1310.55,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,18,2013-05-22 07:56:34,1026.55,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,19,2013-05-22 07:56:34,871.02,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,20,2013-05-22 07:56:34,396.82,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,21,2013-05-22 07:56:34,1272.18,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,22,2013-05-22 07:56:34,1152.92,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,23,2013-05-22 07:56:34,312.73,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,24,2013-05-22 07:56:34,459.78,,,1,"b""b' +1 waiting for it! '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,25,2013-05-22 07:56:34,252.33,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,26,2013-05-22 07:56:34,350.98,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,27,2013-05-22 07:56:34,1251.53,,,1,"b""b' SEE! PEOPLE NEED DIS! '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,28,2013-05-22 07:56:34,1271.72,,1,,"b""b' +1I would use it for chat support'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,29,2013-05-22 07:56:34,530.32,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,30,2013-05-22 07:56:34,803.1,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,31,2013-05-22 07:56:34,219.95,,,1,"b""b' Great idea! +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,32,2013-05-22 07:56:34,1268.83,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,33,2013-05-22 07:56:34,1158.18,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,34,2013-05-22 07:56:34,453.53,,1,,"b""b' +1  '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,35,2013-05-22 07:56:34,1357.85,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,36,2013-05-22 07:56:34,276.98,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,37,2013-05-22 07:56:34,1267.62,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,38,2013-05-22 07:56:34,976.57,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,39,2013-05-22 07:56:34,616.38,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,40,2013-05-22 07:56:34,1133.68,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,41,2013-05-22 07:56:34,1053.23,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,42,2013-05-22 07:56:34,1334.65,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,43,2013-05-22 07:56:34,280.07,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,44,2013-05-22 07:56:34,1376.02,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,45,2013-05-22 07:56:34,157.77,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,46,2013-05-22 07:56:34,71.63,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,47,2013-05-22 07:56:34,166.97,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,48,2013-05-22 07:56:34,455.73,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,49,2013-05-22 07:56:34,664.23,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,50,2013-05-22 07:56:34,1118.9,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,51,2013-05-22 07:56:34,1365.95,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,52,2013-05-22 07:56:34,320.98,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,53,2013-05-22 07:56:34,38.65,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,54,2013-05-22 07:56:34,4.2,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,55,2013-05-22 07:56:34,44.85,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,56,2013-05-22 07:56:34,1384.83,1,,,"b""b' +1 I suspect that this has already been mentioned"," but...  if it could be designed to stack on top of the icon that provide a customer service icon as well.'""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,57,2013-05-22 07:56:34,211.67,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,58,2013-05-22 07:56:34,22.27,,,1,"b""b' @tagliala Help us with this icon!!! '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,59,2013-05-22 07:56:34,1198.3,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,60,2013-05-22 07:56:34,81.93,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,61,2013-05-22 07:56:34,103.97,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,62,2013-05-22 07:56:34,1065.38,,,1,"b""b' \\xe2\\x9a\\xa0\\xef\\xb8\\x8f Hi everybody. To stop spamming our friends"," prefer the Emoji reactions on the issue description. Thanks and have an awesome day! \\xf0\\x9f\\x92\\x95 '""",,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,63,2013-05-22 07:56:34,97.07,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,64,2013-05-22 07:56:34,155.57,,1,,"b""b' 1 something for customer service '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,65,2013-05-22 07:56:34,1023.75,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,66,2013-05-22 07:56:34,1248.43,,1,,"b""b' +1 '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,67,2013-05-22 07:56:34,1035.95,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,68,2013-05-22 07:56:34,711.28,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,69,2013-05-22 07:56:34,3.73,,1,,"b""b' +1 user with headset needed'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,70,2013-05-22 07:56:34,2.08,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,71,2013-05-22 07:56:34,1.88,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,72,2013-05-22 07:56:34,0.33,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,73,2013-05-22 07:56:34,636.55,,1,,"b""b' +1 '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,74,2013-05-22 07:56:34,11.03,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,75,2013-05-22 07:56:34,125.97,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,76,2013-05-22 07:56:34,1214.03,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,77,2013-05-22 07:56:34,1088.13,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,78,2013-05-22 07:56:34,364.05,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,79,2013-05-22 07:56:34,65.08,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,80,2013-05-22 07:56:34,833.4,,1,,"b""b' +288'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,81,2013-05-22 07:56:34,538.03,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,82,2013-05-22 07:56:34,617.58,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,83,2013-05-22 07:56:34,113.53,,,1,"b'b"" Hey everyone. I\'m glad many of us want this icon to come to life! I don\'t want this issue to be a source of spam for the FA team though.  I know not everyone will respect this but if you read my message please consider adding an emoji-reaction on the main message rather than adding a comment \\xe2\\x98\\xba\\xef\\xb8\\x8f Thanks for them \\xe2\\x9d\\xa4\\xef\\xb8\\x8f ""'",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,84,2013-05-22 07:56:34,823.15,,1,,"b""b' \\xc2\\xa0\\xf0\\x9f\\x99\\x8f\\xe2\\x98\\xba\\xef\\xb8\\x8f'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,85,2013-05-22 07:56:34,1004.75,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,86,2013-05-22 07:56:34,33.6,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,87,2013-05-22 07:56:34,330.72,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,88,2013-05-22 07:56:34,51.45,,1,,"b""b' :+1: '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,89,2013-05-22 07:56:34,1377.87,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,90,2013-05-22 07:56:34,1088.25,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,91,2013-05-22 07:56:34,1239.18,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,92,2013-05-22 07:56:34,640.38,,1,,"b""b' +1 '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,93,2013-05-22 07:56:34,990.32,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,94,2013-05-22 07:56:34,328.43,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,95,2013-05-22 07:56:34,865.88,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,96,2013-05-22 07:56:34,214.52,,1,,"b""b' +1 '""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,97,2013-05-22 07:56:34,43.6,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,98,2013-05-22 07:56:34,560.68,,1,,"b""b' +1",0,"000'""",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,99,2013-05-22 07:56:34,980.05,,1,,"b""b' +1",0,"000'""",,,,,,,,,,,,,,,,,,,,,
Font-Awesome,1146,closed,100,2013-05-22 07:56:34,196.58,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,
