REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2856,closed,7,2012-02-10 11:53:35,927.0,,1,,"b""b' Patch #3315 fixes this"," waiting for merge.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2856,closed,8,2012-02-10 11:53:35,32.18,,1,,"b""b' Merged.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2856,closed,closed,2012-05-25 03:16:40,923.08,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2856,closed,9,2012-02-10 11:53:35,348.72,,1,,"b""b' This problem is not fixed. I still see it for month"," using Firefox. url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2856,closed,10,2012-02-10 11:53:35,292.05,,1,,"b""b' Pod?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2856,closed,reopened,2012-10-24 13:57:27,640.78,0,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2856,closed,11,2012-02-10 11:53:35,85.7,,1,,"b""b' '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2856,closed,12,2012-02-10 11:53:35,773.07,,1,,"b""b' Tested on ", on Chromium 31. If you append an @-mention to the end of a long string, there is no highlighting. (Although it will still turn into a clickable link when you post it.) I tried it with a 200-character string. Then, I cut the string down to 44 characters, and tried it again," and I got that weird offset highlighting. ![snapshot8]url ![snapshot7]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2856,closed,13,2012-02-10 11:53:35,486.83,,1,,"b'b"" I can confirm the second part of @polsVoice\'s comment", but not the first. I still got the highlighting after a string of 276 characters, but off-set as you note, and with the original text of the name visible. (," diaspora\\\\* v0.2.0.1).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2856,closed,14,2012-02-10 11:53:35,329.93,,1,,"b""b' We believe this issue was fixed by #5380. Please reopen if you still see it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2856,closed,closed,2014-11-09 17:52:58,235.52,0,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2856,closed,-,-,-,0,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,opened,2012-02-24 07:09:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,title,2012-02-24 07:09:50,00:00,,,1,"b'b"" Pods don\'t get posts from !""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,body,2012-02-24 07:09:50,00:00,,,1,"b""b' Please check your resque workers!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,1,2012-02-24 07:09:50,177.63,,,1,"b'b"" Yeah"," I think they\'re backed up. The right place to report this is probably the IRC channel. :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,closed,2012-02-25 10:07:28,177.63,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,2,2012-02-24 07:09:50,86.8,,,1,"b'b"" @sarahmei I wrote @maxwell an email and talked to @DeadSuperHero in IRC still don\'t get posts from !""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,reopened,2012-02-27 11:34:59,87.52,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,3,2012-02-24 07:09:50,1.55,1,,,"b'b"" Still? :( Man", that\'s frustrating. So if it\'s not just resque workers being backed up on ," what might it be?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,4,2012-02-24 07:09:50,70.47,,1,,"b""b'  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,5,2012-02-24 07:09:50,160.38,,,1,"b""b' Confirmed with my pod!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,6,2012-02-24 07:09:50,181.38,,,1,"b""b' confirmed!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,7,2012-02-24 07:09:50,57.97,,1,,"b""b' ... I just got posts with 21 hours delay :('""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,8,2012-02-24 07:09:50,940.03,,1,,"b""b' confirmed'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,9,2012-02-24 07:09:50,37.65,,1,,"b""b' Status quo?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,10,2012-02-24 07:09:50,1336.08,,1,,"b""b' Ok now it works again but how long?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,closed,2012-03-07 13:48:44,133.75,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2924,closed,-,-,-,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,opened,2012-02-28 20:54:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,title,2012-02-28 20:54:04,00:00,,1,,"b'b"" Cannot upload photo\'s""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,body,2012-02-28 20:54:04,00:00,,,1,"b""b' When clicking the camera in the sharebox", the upload window does not appear, happens on both JD and my own localhost pod. Hence you cannot upload a photo to Diaspora. Tested on chrome and safari," no luck on both. Seems to be WEBKIT browsers only.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,closed,2012-02-28 20:56:48,2.73,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,reopened,2012-02-28 20:58:31,1.72,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,1,2012-02-28 20:54:04,55.25,,1,,"b""b' Seems it works in Firefox though.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,2,2012-02-28 20:54:04,44.0,,1,,"b""b' Confirmed. Not working in webkit browsers.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,3,2012-02-28 20:54:04,18.45,,1,,"b""b' Not caused by profile branch merge"," seems to be caused by fix for the incorrect cursor on the photo icon.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,4,2012-02-28 20:54:04,878.8,,1,,"b""b' Did someone forget a semicolon or something on the cursor-photo-icon one?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,5,2012-02-28 20:54:04,1.88,,1,,"b""b' Guessing it was caused by this: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,6,2012-02-28 20:54:04,29.13,,1,,"b""b' I was worried it might be. Any particular reasons why?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,7,2012-02-28 20:54:04,33.93,,1,,"b""b' Remove this and works:url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,8,2012-02-28 20:54:04,73.48,,1,,"b""b' Guess its the type file tag then'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,9,2012-02-28 20:54:04,34.98,,1,,"b'b"" Fixed. I\'ll send in a pull request.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,10,2012-02-28 20:54:04,434.73,,,1,"b""b' @liamnic Great! Looking forward to it. :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,11,2012-02-28 20:54:04,434.08,,,1,"b""b' Fixed!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,closed,2012-03-01 06:52:48,594.28,0,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,12,2012-02-28 20:54:04,655.37,,,1,"b'b\' Cursor as pointer doesn\\\'t works for me in this way (fd540aa). I must also remove the right position for input[type=""file""]. Chrome doesn\\\'t show cursor as pointer over the input[type=""file""] button. #publisher #file-upload input[type=""file""]:top initial!important;:right initial!important;:cursor pointer\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,13,2012-02-28 20:54:04,702.48,,1,,"b""b' Works with right for me? And what would you prefer? Photo uploads or a cursor? Sent from my iPhone On 1 Mar 2012", at 17:48," gattoneroreply@wrote:'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,14,2012-02-28 20:54:04,705.88,,1,,"b""b' Now it works well", photos can be uploaded. But the cursor became a pointer only removing _right:initial_ and setting the _with_ to _200px_. Furthermore, the _initial_ value is only supported by Chrome and Safari. Firefox support it with a prefix _-moz-initial_," Opera and IE not at all.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,2951,closed,-,-,-,0,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,opened,2012-03-14 01:42:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,title,2012-03-14 01:42:30,00:00,,1,,"b'b\' ""Put your external url into the pod_url field""\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,body,2012-03-14 01:42:30,00:00,1,,,"b'b"" Pardon me but I am new to doing this sort of thing but want to host a pod for my local group of people", mainly my girlfriend and her contacts as we all hate facebook and google is just as honest about selling user data as facebook is. This is the step I am stuck at due to my lack of understanding. Configure DiasporaDiaspora needs to know what host it\'s running on. Copy  to , put your external url into the pod_url field, and make any other needed configuration changes.To use ./ copy  to  and edit it properly. My issue is, what external url and what other configurations? Is that a url I get from Thin or Nginx? Sorry if this seems stupid and hardly issue worthy," I am just sure where to direct this question and I\'d like to get it up and running soon. I think I can understand the rest once I fully understand this part. If it is a url acquired from Thin or Nginx I will get right on obtaining one.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,1,2012-03-14 01:42:30,394.38,,1,,"b'b"" That is your domain name. Like  Or In Facebook\'s Case . Enter  (or other ending) into that field. You need to register it with a domain registra first though.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,2,2012-03-14 01:42:30,515.35,,1,,"b""b' Are nginx & thin not hosts? I know some hosts give a free domain name"," never saw the setup mention getting a webhost.  *Edit: Accidentally hit comment & close.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,closed,2012-03-14 16:52:14,909.73,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,reopened,2012-03-14 16:52:19,0.08,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,3,2012-03-14 01:42:30,210.18,,1,,"b""b' Yes Nginx and Thin Are Hosts. But you still need a domain name.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,4,2012-03-14 01:42:30,2.38,,1,,"b""b' Do either of them provide the domain name? Or do I have to go out and buy one?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,5,2012-03-14 01:42:30,50.77,,1,,"b""b' You need to buy a domain. You should also generate the SSL certificates based on the domain you buy.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,6,2012-03-14 01:42:30,4.4,,,1,"b""b' Oky doky thank you very much"," I am assuming if I get a domain from one of the free hosts it wont work with another host all too easy. Thanks again'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,closed,2012-03-14 21:19:58,267.65,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,7,2012-03-14 01:42:30,3.22,,1,,"b""b' No. You are your own host. To make the pod accessible to the Internet you need to map the IP address of the server (or the network the server is on) to the A record for the domain.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3001,closed,-,-,-,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,opened,2012-03-14 22:33:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,title,2012-03-14 22:33:23,00:00,,1,,"b""b' Displaying Facebook content as one of filters on the left side'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,body,2012-03-14 22:33:23,00:00,,1,,"b""b' It is not an issue it is just a feature.I would just like to have everything in  one place"," So one facebook filter on left side which can display posts from Facebook.Is it possible to read posts just like in Facebook home page through API? Maybe some notifications also? I think this integration can bring more people in and would be easier for them to migrate from biggest network to Diaspora. Is it too much?  Anyway this feature looks like reinventing Facebook. :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,1,2012-03-14 22:33:23,462.13,,,1,"b'b"" I don\'t think our current system actually currently supports this"," but it sounds like an interesting feature request. Feel free to take this to the [Diaspora-Discuss mailing list!]url :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,2,2012-03-14 22:33:23,7.82,,1,,"b""b' facebook has an api for that"," eg [gwibber]url  uses it. I also think that this may be another killer-feature ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,3,2012-03-14 22:33:23,734.27,,1,,b'b\' I really agree with this feature like @memarko said this can bring more users," and really help ""populate"" the diaspora news feed with relevant content", someone began to develop this ? \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,4,2012-03-14 22:33:23,295.32,1,,,"b'b"" It\'s an interesting idea in theory", but I don\'t think it\'s all that clean in practice. I\'ve tested this out on Friendica, and it kind of mashes posts together in a really weird way (Facebook posts are indistinguishable from distributed network posts). It\'s weird, because it kind of spams the user with a sort of distorted sense of what the community is, and it\'d suck to have users migrating over to totally drown out the voices of our terrific community with a bunch of Facebook posts. I\'m still open to the idea," but it needs a bit of thinking so as not to clutter up an individual user\'s stream with irrelevance to the community that user is a part of.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,5,2012-03-14 22:33:23,13.53,,1,,"b""b' Aol lifestream have done this with relative success", i have done some specific tests with the facebook javascript sdk and works, (i get the last 50 videos posted in facebook user timeline and store in mongodb )," what are your worries in specific about this ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,6,2012-03-14 22:33:23,40.83,,,1,"b'b\' ""what are your worries in specific about this ?"" I guess my concerns are largely just semantic ones. I don\\\'t think that aggregating in other social services into a stream is particularly conducive to a Diaspora community. If anything", Facebook is pretty spammy. If User A were to enable such a connector, their stream would be loaded full of Facebook posts all the time," which could potentially drown out many posts of value available on Diaspora simply because they might be more interested in the Facebook-centric posts. You could make the argument that ""well"," they could be filtered out like the Aspects in the stream""", and while that\\\'s true enough, Friendica does something like that and it\\\'s not really an ideal solution. If anything," the ""multi-service"" stream is kind of a fragmented UX concept", IMHO. It\\\'s not particularly usable, and can really get in the way. Additionally," I\\\'m not sure they we\\\'d want such a tool just for the sake of ""Driving up adoption."" I\\\'m willing to keep an open mind about it", but I\\\'ve seen an implementation of this before, and it always just strikes me as a sort of jarring," uneven experience. You can almost say it turns into a semantic argument of ""Diaspora as its own platform vs. Diaspora as a Social Aggregator"". I guess if anyone\\\'s interested in making a pull request for it", we\\\'ll take a look at least.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,7,2012-03-14 22:33:23,857.85,,,1,"b'b"" Hi everyone. I need this  so much that I\'m willing to pay 100.00 bucks for it.This offer is registered at FreedomSponsors url Once you solve it (according to the acceptance criteria described there)", just create a FreedomSponsors account and mark it as resolved (oh, you\'ll need a Paypal account too)I\'ll then check it out and will gladly pay up! If anyone else would like to throw in a few bucks to elevate the priority on this issue," you should check out FreedomSponsors! ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,closed,2013-01-09 15:06:52,993.48,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,8,2012-03-14 22:33:23,23.97,,1,,"b'b"" Side Note: @pravi you can hire someone to fork DIASPORA and have this feature on your pod"," if you wish. That\'s the magic of open-source.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,9,2012-03-14 22:33:23,2.53,,,1,"b""b' @tubbo excellent way to piss off a contributor!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,10,2012-03-14 22:33:23,1.95,1,,,"b'b"" @pravi whoa"," sorry man. probably should\'ve checked up on that :)  there\'s been a lot of spam on github recently. my fault...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,reopened,2013-01-09 15:13:35,6.72,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,11,2012-03-14 22:33:23,70.28,1,,,"b'b"" @tubbo apologies accepted. But even if it was a spam", it doesn\'t warrant closing an issue like this. Anyway," lets move on.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,12,2012-03-14 22:33:23,95.73,,,1,"b'b"" This feature is often requested: url  url  url  url  I believe it will be a big benefit for diaspora to be able to display facebook updates if the user wants to. This will make people feel much more comfortable transitioning from facebook. @DeadSuperHero I see what you mean. Facebook seems very spammy to me too. But I believe the user has to be able to decide the degree of \'spamminess\' on his own. It may be useful to let the user subscribe to some of his facebook contacts\' updates while skipping others.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,13,2012-03-14 22:33:23,3.12,,1,,"b'b"" A few concerns with this; keep in mind that I\'m not against such a feature",but these are things to think about. 1.) Is this something pods with lots of users will be able to handle? I\'veused a similar feature with Friendica before; and the server sucked in alot of my FB content at the expense of quite a lot of server performance.Is this a feature that can scale without performance taking a hit? 2.) As we\'re trying to move away from networks like Facebook," do we reallywant a feature in which Diaspora users are continuously interacting withFacebook beyond cross-posting? What kind of implication might such afeature have for user privacy? 3.) Does Facebook\'s TOS allow this?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,14,2012-03-14 22:33:23,27.73,,1,,"b'b"" As long as we give podmins and users the choice of enabling it or not", this isn\'t super offensive to me. Large pods should be able to turn the feature off if performance suffers, while smaller pods can have additional features since they aren\'t under as much heavy load, and therefore won\'t be affected by the additional load. But again, I question why we need this in the trunk of DIASPORA? It seems like a feature that a certain community of people want," but it doesn\'t really have much to do with the project itself. I still don\'t believe people will use DIASPORA over Facebook to browse Facebook...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,15,2012-03-14 22:33:23,16.22,1,,,b'b\' Regarding 2.) It may be just as bad in terms of privacy as using Facebook directly, because one certainly has to have an account on Facebook and authorize oneself there. But the same problem is also relevant to cross-posting. I think what we need is some lightweight stream which would give users an idea of what is going on at Facebook (especially directly related to what they\\\'ve posted from diaspora), so that they don\\\'t have to check 2 sites. But if they want to _interact_ with people on facebook, they would probably have to do it there... Regarding 3.) I\\\'m not a lawyer, can\\\'t say anything certain here. But here\\\'s what I\\\'ve found," it\\\'s under the ""3. Safety"" chapter of the TOS:As usual", extremely rough wording... I hope they don\\\'t mean that using their API is illegal.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,16,2012-03-14 22:33:23,15.08,,,1,b'b\' @yurkobb IIRC, we can pull Facebook posts without saving anything to the database, i would personally be in favor of that. there\\\'s no need to duplicate data, especially since Facebook has a dead simple means of pulling your data directly from them. I think the greater problem is what you\\\'ve just mentioned," that people are going to have to ""talk back"" on  anyway", so what problem is this really solving?\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,17,2012-03-14 22:33:23,7.62,,1,,"b'b\' I think that the problem is that people tend to think that ""facebook integration"" means ""post to facebook and see updates from facebook"". Of course we shouldn\\\'t make DIASPORA a Facebook client", that would be a stupid thing to do. But i think we need some way to allow people to see the most important bits of their facebook stream in diaspora if we allow them to post to facebook from diaspora. Also I was pleasantly impressed when diaspora once notified me when my wife sent me a personal message on facebook. EDIT: Well, actually she did just post an update on DIASPORA with a link to my facebook page and I misinterpreted that as an automated diaspora notification.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,18,2012-03-14 22:33:23,98.0,,1,,b'b\' My 2 cents ; It is possible to add to Diaspora the functionnality of Gwibber, so like a Facebook client.BUT in any case, the user NEEDS to have a Facebook account. It is not possible to add a Facebook friend to Diaspora. And this is not the fault of Diaspora, of course. So, we loose the main interest here, because, sincerely," the point was ""if the user has on Facebook only FB posts", and on Diaspora both Diaspora and Facebook posts," he will use Diaspora"". But Diaspora will not have all the features that Facebook has", so the user will obligatory go back on Facebook, so, integrate Facebook is pretty useless...\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,19,2012-03-14 22:33:23,101.52,,,1,"b'b\' @Flaburgan I see what you mean. I mostly agree with you. But I think that there\\\'s a problem that DIASPORA\\\\* calls the cross-posting functionality ""connecting with Facebook"". I think many newcomers expected ""connect with Facebook"" to be some kind of two-way integration. But it only allows to post text status updates to facebook. We need to either rename that function into something like ""enable facebook cross-posting""", _or_ we can think of some lightweight Facebook stream aggregation functionality. The sole purpose of such hypothetical aggregation functionality would be to free diaspora\\\\* users from the need to check two websites each time. But if they want to _interact_ with the people on Facebook, they would still need to either go to Facebook or to invite their friends to Diaspora*. Integrating Facebook with Diaspora in some deeper way would be against the idea why Diaspora was created: to have an open source, decentralized and privacy-respecting social networking solution (if that\\\'s correct). Diaspora will still remain an alternative to Facebook rather than a handy extension.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,20,2012-03-14 22:33:23,0.18,,1,,"b'b"" If it\'s a case of allowing people to see a bit of their Facebook stream on the same page as their Diaspora stream", but not integrated into the Diaspora stream itself, would it be possible to write a little JS widget to do this? If done in the right way," this would place the load on the user\'s terminal and shouldn\'t place extra load on the pod server. There are widgets which do this for Twitter. I don\'t know whether this would solve the issue to the satisfaction of those who want it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,21,2012-03-14 22:33:23,602.9,,,1,"b""b' No", no, no," no. Thanks for reading'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,22,2012-03-14 22:33:23,156.63,,,1,"b""b' @goobertron Very good idea!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,23,2012-03-14 22:33:23,287.88,,,1,"b""b' Hi everyone", I recently started discussing some kind of integration of twitter streams with some friends I share a diaspora instance with. Could someone point me to the widget for twitter stream integration? I would like to have similar features as discussed here for facebook for twitter. I would prefer to read my twitter stream and my twitter notifications through diaspora (via filters called #mytwitterstream #mytwitternotifications on the left side). That way, as a user: I exactly know what comes from twitter and what out of the diaspora network. I would also like to decide which diaspora posts should also be published on my twitter account via an aspect called twitter. And an amazing killer-feature would be, if I could decide to reshare and to reply to a message of my twitter stream only in my diaspora network or in both twitter and diaspora. Shall I open a new issue for this on github, a discussion on loomio," are there already some? Could some experienced diaspora developer estimate the effort to implement what I described? I would love to help by coding a first version and then iterating it in pull request discussions.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,24,2012-03-14 22:33:23,56.77,,1,,"b""b' @saheba we do not integrate content from twitter or facebook in diaspora"," we allow to post from diaspora\\\\* to these networks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,25,2012-03-14 22:33:23,3.82,,,1,"b'b"" Hi @saheba", me again! I\'m not a developer, but I\'m fairly sure that (a) there is general agreement that some form of integration of Twitter feeds into Diaspora\'s stream would be an  idea, and that (b) the blocker up to this point to implementing it has been that Diaspora does not yet have a solid API in order to authorise such integration. It is currently possible to cross-post _from_ Diaspora _to_ FB,Twitter, Tumblr and Wordpress, but this uses the APIs of those services. I believe that in order to cross-post _from_ those services _to_ Diaspora, Diaspora needs its own API for authorisation. A draft API for authorisation has been created in  #4554, but there remains work to be done in coding and reviewing before this is ready to be implemented in Diaspora\'s code. Until Diaspora has a workable API, it\'s going to be difficult to have viable integration with Twitter and other services enabling user to see for example their Twitter feed within Diaspora. Of course, it may well be possible to create a separate JS widget (not integrated into Diaspora\'s codebase), to be downloaded by individual users and stored as a user script within their browsers. This could amend the Diaspora page such that it can display a Twitter feed on the same page as Diaspora\'s stream, without actually integrating this feed into Diaspora\'s stream," and could perhaps be based on [Twitter\'s standard widget]url  I hope this is (a) correct and (b) useful.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,26,2012-03-14 22:33:23,16.7,,1,,"b'b"" @goobertron twitter API is enough to get content from Twitter imo"," that\'s what mobile apps do for example. But terms of use are strict.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diaspora,3009,closed,27,2012-03-14 22:33:23,61.28,,,1,"b'b"" @Flaburgan the proposal is for greater integration than simply displaying content from Twitter. I said at the end that a user script could be created", based on Twitter\'s widget," to display a Twitter feed within Diaspora pages.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
